"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","FIN","Finland","2010","2010",949.2,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","FIN","Finland","2011","2011",938.5,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","FIN","Finland","2012","2012",955.6,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","FIN","Finland","2013","2013",946.5,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","FIN","Finland","2014","2014",959.6,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","FIN","Finland","2016","2016",982,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","FIN","Finland","2017","2017",974.4,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","FIN","Finland","2018","2018",988.5,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","SVN","Slovenia","2000","2000",934.6,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","SVN","Slovenia","2001","2001",929.1,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","SVN","Slovenia","2002","2002",937.6,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","SVN","Slovenia","2003","2003",974.6,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","SVN","Slovenia","2004","2004",927.5,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","SVN","Slovenia","2005","2005",941,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","SVN","Slovenia","2006","2006",905.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","SVN","Slovenia","2007","2007",920.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","SVN","Slovenia","2008","2008",905.7,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","SVN","Slovenia","2009","2009",919.3,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","SVN","Slovenia","2010","2010",908.4,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","SVN","Slovenia","2011","2011",910.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","SVN","Slovenia","2012","2012",936.1,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","SVN","Slovenia","2013","2013",938.6,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","SVN","Slovenia","2014","2014",915.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","SVN","Slovenia","2015","2015",961.2,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","SVN","Slovenia","2016","2016",953.4,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","SVN","Slovenia","2017","2017",992.5,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","SVN","Slovenia","2018","2018",987.8,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","SVN","Slovenia","2019","2019",985.8,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","DNK","Denmark","2000","2000",1068.3,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","DNK","Denmark","2001","2001",1075.5,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","DNK","Denmark","2002","2002",1086.3,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","DNK","Denmark","2003","2003",1064.4,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","DNK","Denmark","2004","2004",1029.5,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","DNK","Denmark","2005","2005",1009.6,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","DNK","Denmark","2006","2006",1015.5,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","DNK","Denmark","2007","2007",1012.2,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","DNK","Denmark","2008","2008",987.8,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","DNK","Denmark","2009","2009",987.3,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","DNK","Denmark","2010","2010",973.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","DNK","Denmark","2011","2011",937.2,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","DNK","Denmark","2012","2012",930.2,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","DNK","Denmark","2013","2013",929.3,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","DNK","Denmark","2014","2014",903.6,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","DNK","Denmark","2015","2015",918.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","DNK","Denmark","2016","2016",916.4,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","DNK","Denmark","2017","2017",918.4,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","DNK","Denmark","2018","2018",946.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","DEU","Germany","2000","2000",1020.3,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","DEU","Germany","2001","2001",1006.1,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","DEU","Germany","2002","2002",1020.4,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","DEU","Germany","2003","2003",1034.7,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","DEU","Germany","2004","2004",991.6,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","DEU","Germany","2005","2005",1006.7,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","DEU","Germany","2006","2006",997.4,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","DEU","Germany","2007","2007",1005.5,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","DEU","Germany","2008","2008",1028.4,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","DEU","Germany","2009","2009",1043.4,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","DEU","Germany","2010","2010",1050.1,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","DEU","Germany","2011","2011",1061.8,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","DEU","Germany","2012","2012",1081.2,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","DEU","Germany","2013","2013",1108.3,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","DEU","Germany","2014","2014",1072.3,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","DEU","Germany","2015","2015",1132.6,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","DEU","Germany","2016","2016",1106.1,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","DEU","Germany","2017","2017",1127.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","DEU","Germany","2018","2018",1151.8,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","DEU","Germany","2019","2019",1130.7,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","TUR","Turkey","2009","2009",390.8,"D","Difference in methodology"
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","TUR","Turkey","2010","2010",402.6,"D","Difference in methodology"
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","TUR","Turkey","2011","2011",420.7,"D","Difference in methodology"
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","TUR","Turkey","2012","2012",427,"D","Difference in methodology"
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","TUR","Turkey","2013","2013",469.5,"D","Difference in methodology"
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","TUR","Turkey","2014","2014",497,"D","Difference in methodology"
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","TUR","Turkey","2015","2015",507.5,"D","Difference in methodology"
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","TUR","Turkey","2016","2016",529.9,"D","Difference in methodology"
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","TUR","Turkey","2019","2019",527.9,"D","Difference in methodology"
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","USA","United States","2000","2000",851.8,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","USA","United States","2001","2001",848,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","USA","United States","2002","2002",849.5,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","USA","United States","2003","2003",843.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","USA","United States","2004","2004",818.8,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","USA","United States","2005","2005",828.4,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","USA","United States","2006","2006",813.2,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","USA","United States","2007","2007",804.7,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","USA","United States","2008","2008",812.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","USA","United States","2009","2009",794.7,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","USA","United States","2010","2010",798.3,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","USA","United States","2011","2011",807.4,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","USA","United States","2012","2012",810.4,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","USA","United States","2013","2013",821.8,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","USA","United States","2014","2014",825.1,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","USA","United States","2015","2015",846,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","USA","United States","2016","2016",849.8,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","USA","United States","2017","2017",865.7,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","ISL","Iceland","2000","2000",650,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","ISL","Iceland","2001","2001",605.3,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","ISL","Iceland","2002","2002",633.7,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","ISL","Iceland","2003","2003",630.7,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","ISL","Iceland","2004","2004",624.5,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","ISL","Iceland","2005","2005",619.1,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","ISL","Iceland","2006","2006",626.4,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","ISL","Iceland","2007","2007",623.6,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","ISL","Iceland","2008","2008",626,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","ISL","Iceland","2009","2009",628.6,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","ISL","Iceland","2010","2010",634.8,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","ISL","Iceland","2011","2011",623.2,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","ISL","Iceland","2012","2012",609.6,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","ISL","Iceland","2013","2013",666.5,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","ISL","Iceland","2014","2014",625.6,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","ISL","Iceland","2015","2015",659.6,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","ISL","Iceland","2016","2016",688.6,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","ISL","Iceland","2017","2017",651.1,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","ISL","Iceland","2018","2018",639.3,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","ISL","Iceland","2019","2019",629.3,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CRI","Costa Rica","2000","2000",385.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CRI","Costa Rica","2001","2001",394.8,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CRI","Costa Rica","2002","2002",373,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CRI","Costa Rica","2003","2003",386.6,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CRI","Costa Rica","2004","2004",396.8,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CRI","Costa Rica","2005","2005",368.2,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CRI","Costa Rica","2006","2006",388.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CRI","Costa Rica","2007","2007",367.2,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CRI","Costa Rica","2008","2008",374.2,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CRI","Costa Rica","2009","2009",372.6,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CRI","Costa Rica","2010","2010",418.8,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CRI","Costa Rica","2011","2011",401.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CRI","Costa Rica","2012","2012",406.5,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CRI","Costa Rica","2013","2013",410.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CRI","Costa Rica","2014","2014",425.1,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CRI","Costa Rica","2015","2015",429.7,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CRI","Costa Rica","2016","2016",456.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CRI","Costa Rica","2017","2017",464.1,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CRI","Costa Rica","2019","2019",480.3,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","JPN","Japan","2000","2000",757.6,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","JPN","Japan","2001","2001",762.3,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","JPN","Japan","2002","2002",770.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","JPN","Japan","2003","2003",795.3,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","JPN","Japan","2004","2004",805.6,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","JPN","Japan","2005","2005",848.3,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","JPN","Japan","2006","2006",847.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","JPN","Japan","2007","2007",865.7,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","JPN","Japan","2008","2008",891.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","JPN","Japan","2009","2009",891.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","JPN","Japan","2010","2010",934.7,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","JPN","Japan","2011","2011",980.2,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","JPN","Japan","2012","2012",984.7,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","JPN","Japan","2013","2013",995.5,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","JPN","Japan","2014","2014",1000.5,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","JPN","Japan","2015","2015",1015.3,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","JPN","Japan","2016","2016",1030.3,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","JPN","Japan","2017","2017",1057.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","JPN","Japan","2018","2018",1077.5,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","NLD","Netherlands","2000","2000",882.4,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","NLD","Netherlands","2001","2001",874.8,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","NLD","Netherlands","2002","2002",881.5,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","NLD","Netherlands","2003","2003",874.8,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","NLD","Netherlands","2004","2004",838.7,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","NLD","Netherlands","2005","2005",835.8,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","NLD","Netherlands","2006","2006",828.2,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","NLD","Netherlands","2007","2007",812,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","NLD","Netherlands","2008","2008",821.7,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","NLD","Netherlands","2009","2009",812,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","NLD","Netherlands","2010","2010",818.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","NLD","Netherlands","2011","2011",813.2,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","NLD","Netherlands","2012","2012",840.4,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","NLD","Netherlands","2013","2013",840.5,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","NLD","Netherlands","2014","2014",825.5,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","NLD","Netherlands","2015","2015",868.6,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","NLD","Netherlands","2016","2016",874.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","NLD","Netherlands","2017","2017",876.8,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","NLD","Netherlands","2018","2018",890,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CZE","Czech Republic","2000","2000",1062.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CZE","Czech Republic","2001","2001",1054.7,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CZE","Czech Republic","2002","2002",1061.5,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CZE","Czech Republic","2003","2003",1091.7,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CZE","Czech Republic","2004","2004",1051.1,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CZE","Czech Republic","2005","2005",1057.1,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CZE","Czech Republic","2006","2006",1020,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CZE","Czech Republic","2007","2007",1016,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CZE","Czech Republic","2008","2008",1010.6,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CZE","Czech Republic","2009","2009",1028.5,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CZE","Czech Republic","2010","2010",1020,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CZE","Czech Republic","2011","2011",1018,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CZE","Czech Republic","2012","2012",1029.3,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CZE","Czech Republic","2013","2013",1038.2,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CZE","Czech Republic","2014","2014",1003.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CZE","Czech Republic","2015","2015",1054.2,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CZE","Czech Republic","2016","2016",1019.7,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CZE","Czech Republic","2017","2017",1051.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CZE","Czech Republic","2018","2018",1062.3,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CZE","Czech Republic","2019","2019",1052.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","COL","Colombia","2000","2000",464.7,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","COL","Colombia","2001","2001",468.8,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","COL","Colombia","2002","2002",464.6,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","COL","Colombia","2003","2003",453.5,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","COL","Colombia","2004","2004",445.5,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","COL","Colombia","2005","2005",440.2,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","COL","Colombia","2006","2006",444.1,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","COL","Colombia","2007","2007",436.3,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","COL","Colombia","2008","2008",442.5,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","COL","Colombia","2009","2009",437.3,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","COL","Colombia","2010","2010",440.6,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","COL","Colombia","2011","2011",425.2,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","COL","Colombia","2012","2012",428.7,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","COL","Colombia","2013","2013",430.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","COL","Colombia","2014","2014",440.7,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","COL","Colombia","2015","2015",455.2,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","COL","Colombia","2016","2016",457.6,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","COL","Colombia","2017","2017",461.7,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LUX","Luxembourg","2000","2000",866.4,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LUX","Luxembourg","2001","2001",845.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LUX","Luxembourg","2002","2002",840.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LUX","Luxembourg","2003","2003",906.7,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LUX","Luxembourg","2004","2004",778.8,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LUX","Luxembourg","2005","2005",782.6,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LUX","Luxembourg","2006","2006",805.2,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LUX","Luxembourg","2007","2007",809.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LUX","Luxembourg","2008","2008",741.4,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LUX","Luxembourg","2009","2009",758.1,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LUX","Luxembourg","2010","2010",765.4,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LUX","Luxembourg","2011","2011",772.4,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LUX","Luxembourg","2012","2012",755.4,,
